#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000551329-1	CCCNC(=O)NCc1ccc(OC)c(OC)c1	366	0.00126
SJ000550408-1	CCN1CCN(C(=O)c2cc(-c3ccncc3)nc3ccc(Cl)cc23)CC1	366	0.00023
SJ000550405-1	O=C(c1cc(-c2ccncc2)nc2ccc(Cl)cc12)N1CCN(Cc2ccccc2)CC1	365	0.00023
SJ000332466-2	O=C(CCc1ccccc1)Nc1ccc(Cl)cc1	364	0.00124
SJ000550987-1	COc1cccc(CNc2nnnn2C)c1OCc1ccc(C)cc1	362	0.00124
SJ000550444-1	Cc1ccc2nc(-c3ccncc3)cc(C(=O)NCCN3CCOCC3)c2c1	362	0.00037
SJ000550980-1	CCCn1nnnc1NCc1ccccc1OCc1ccc(F)cc1	361	0.00122
SJ000550662-1	C=CCN1C(=O)N(c2cccc(Cl)c2)C(=O)C1CC(=O)Nc1ccc(OCC)cc1	359	0.00092
SJ000550612-1	CN(C)c1ccc(NC(=O)/C=C/c2cccc(Cl)c2)cc1	358	0.00046
SJ000550582-1	O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(C/C=C/c2ccccc2)CC1	357	0.00027
SJ000550632-1	COc1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2CCN2CCN(C)CC2)cc1	355	0.00080
SJ000551255-1	O=C(Nc1ccc(-c2ccccc2)cc1)C1CC1c1ccccc1	354	0.00118
SJ000550601-1	O=C(c1cc(-c2cccnc2)nc2ccc(Cl)cc12)N1CCN(Cc2ccc(F)cc2Cl)CC1	354	0.00031
SJ000550921-1	COc1cc(-c2nc(-c3nonc3N)no2)cc(OC)c1OC	353	0.00117
SJ000551278-1	COc1ccc(C(CC(=O)Nc2ccc(OC)cc2OC)c2ccccc2)cc1	353	0.00072
SJ000551218-1	COC(=O)c1ccc(COc2ccc3oc(C)c(C(=O)OC)c3c2)cc1	353	0.00021
SJ000551266-1	CCCCOc1ccccc1NC(=O)C1CC1	351	0.00033
SJ000550442-1	CCOc1ccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3cc(C)ccc3n2)cc1	349	0.00112
SJ000551359-1	CCOC(=O)c1c(C)oc2ccc(OCC(=O)OC(C)C)cc12	348	0.00017
SJ000551374-1	COCCOC(=O)c1c(C)oc2ccc(OCC(=O)c3ccccc3)cc12	347	0.00111
SJ000551097-1	C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nnc1-c1ccc(OC)cc1	347	0.00058
SJ000553588-1	Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3Cl)CC2C)cc1	347	0.00051
SJ000551207-1	COc1cccc(-c2cc(C(=O)N3CCN(Cc4ccccc4)CC3)c3ccccc3n2)c1	343	0.00048
SJ000551265-1	O=C(Nc1ccccc1OCCCc1ccccc1)C1CC1	342	0.00105
SJ000551205-1	CCOC(=O)COc1ccc2oc(C)c(C(=O)OC)c2c1	342	0.00002
SJ000551192-1	CCOC(=O)C(C)Oc1ccc2oc(C)c(C(=O)OCCOC)c2c1	340	0.00103
SJ000551351-1	Cc1nn(C)c(C)c1NC(=O)c1c([N+](=O)[O-])cnn1C	340	0.00000
SJ000550975-1	COc1ccc(CC2(CO)CCN(S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)cc1	338	0.00103
SJ000550627-1	CCc1ccccc1NC(=O)/C=C/c1ccc(C(C)C)cc1	337	0.00064
SJ000553610-1	Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(C4CCCCC4)CC3)cc2)cc1	336	0.00098
SJ000550633-1	COc1ccc(CN2C(=O)N(c3ccc(Cl)cc3)C(=O)C2CC(=O)Nc2ccc(F)cc2)cc1	336	0.00095
SJ000550569-1	COc1ccc(Nc2c(C(=O)O)cnc3c(C)c(Cl)ccc23)c(OC)c1	335	0.00002
SJ000551336-1	CCNC(=O)c1cc(Br)c(OC)c(OC)c1	334	0.00097
SJ000550920-1	COc1cccc(-n2c(CNC(=O)c3cccc(F)c3)nnc2SCCc2ccccc2)c1	329	0.00000
SJ000551122-1	CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2cccc(Cl)c2)CC1	328	0.00048
SJ000551279-1	Cc1ccc(NC(=O)CC(c2ccccc2)c2ccccc2)c(Br)c1	326	0.00089
SJ000551323-1	O=C(Nc1ccc(F)c([N+](=O)[O-])c1)c1[nH]ncc1Cl	325	0.00009
SJ000550603-1	O=C(NCCN1CCOCC1)c1cc(-c2cccc(Br)c2)nc2ccc(Cl)cc12	323	0.00086
SJ000337545-2	Cn1nnnc1NCc1c(F)cccc1Cl	321	0.00085
SJ000551189-1	CCOC(=O)/C=C/COc1ccc2oc(C)c(C(=O)OC)c2c1	321	0.00015
SJ000551069-1	Cc1cccc(NC(=O)CSc2nc(C)c(C)n2-c2ccccc2)c1C	320	0.00083
SJ000553570-1	Cc1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1	320	0.00041
SJ000551236-1	O=C(c1cc2ncccn2n1)N(Cc1ccc(OCCN2CCCCC2)cc1)CC1CCCO1	319	0.00083
SJ000553594-1	Cc1ccc(C(=O)N2CCN(c3cc(N4CCOCC4)nc(C)n3)CC2)cc1	319	0.00004
SJ000551186-1	CCOC(=O)COc1cc2c(C(=O)OCCOC)c(C)oc2cc1Br	318	0.00007
SJ000550568-1	Cc1c(Cl)ccc2c(Nc3cccc(O)c3)c(C(=O)O)cnc12	317	0.00012
SJ000550993-1	CCOc1cccc(CNc2nnnn2C)c1OCc1ccccc1	315	0.00080
SJ000551378-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3c(C)oc4ccc(OC(C)=O)cc34)cc12	314	0.00011
SJ000551264-1	O=C(Nc1ccccc1OCCOc1ccccc1)C1CC1	314	0.00007
SJ000551132-1	CC(=O)c1cc(CN2CCC(n3nccc3NC(=O)CCCc3ccccc3)CC2)cs1	312	0.00001
SJ000550592-1	COc1cccc(CN2CCN(C(=O)c3cc(-c4ccncc4)nc4ccc(C)cc34)CC2)c1	309	0.00073
SJ000551127-1	CC(C)(C)C(=O)N1CCC(C(=O)N2CCN(c3ccccc3)CC2)CC1	308	0.00075
SJ000553592-1	Cc1ccc(C(=O)N2CCN(CCc3ccncc3)CC2)cc1	307	0.00074
SJ000551129-1	COc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	306	0.00056
SJ000551201-1	CCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3OC)cc12	306	0.00012
SJ000551327-1	Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc(Cl)cc2Cl)n1	304	0.00004
SJ000335783-2	COC(=O)c1ccccc1NC(=O)C1CC1c1ccccc1	303	0.00073
SJ000551335-1	COc1cc(CO)cc(Cl)c1OCC(N)=O	297	0.00069
SJ000553612-1	Cc1ccc(C(=O)N2CCC(CCNC(=O)C(C)(C)C)CC2)cc1	293	0.00006
SJ000551203-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3OC)cc12	292	0.00004
SJ000553580-1	Cc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1	290	0.00060
SJ000553600-1	COc1ccc(N2CCN(C(=O)CC3CCN(C(=O)c4ccc(C)cc4)CC3)CC2)cc1	290	0.00006
SJ000551390-1	COCCOC(=O)c1c(C)oc2cc(Br)c(OCC(=O)OCc3ccccc3)cc12	287	0.00004
SJ000550712-1	OCCOCCN1CCN(C2CC3CCC2C3)CC1	286	0.00063
SJ000551269-1	O=C(Nc1ccccc1Br)C1CC1	277	0.00056
SJ000551250-1	Cc1cc(C)n2nc(C(=O)N3CCCC(N(C)Cc4ccccc4)C3)cc2n1	275	0.00055
SJ000551281-1	COc1ccc(C(CC(=O)Nc2ccc(C)cc2C)c2ccccc2)cc1	273	0.00051
SJ000553582-1	O=C(c1ccc(COc2ccccc2Cl)cc1)N1CCN(c2ccccc2)CC1	272	0.00019
SJ000551016-1	Cc1cc(S(=O)(=O)N2CCC(CO)(Cc3cccc(C(F)(F)F)c3)CC2)c(C)cc1Cl	267	0.00049
SJ000551402-1	CN(C)c1nc(N(C#N)Cc2ccccc2)nc(N2CCOCC2)n1	267	0.00013
SJ000553601-1	Cc1ccc(C(=O)N2CCC(CC(=O)N3CCCCC3)CC2)cc1	267	0.00007
SJ000551268-1	C=CCOc1ccccc1NC(=O)C1CC1	265	0.00010
SJ000551393-1	COc1ccc(Nc2cc(N3CCOCC3)nc(-c3ccc(Br)cc3)n2)cc1	265	0.00003
SJ000550693-1	O=C1CSc2ccc(NC(=O)C3CCCC3)cc2N1	261	0.00046
SJ000550692-1	O=C1CCc2ccc(NC(=O)c3cccs3)cc2N1	261	0.00038
SJ000551257-1	COc1ccccc1NC(=O)C1CC1C	257	0.00045
SJ000553581-1	O=C(c1ccc(COc2ccc(Cl)cc2Cl)cc1)N1CCN(c2ccccc2)CC1	255	0.00039
SJ000551204-1	COCCOC(=O)c1c(C)oc2ccc(OCc3c(F)c(F)c(F)c(F)c3F)cc12	248	0.00006
SJ000551095-1	Cc1cccc(OCCn2c(SCC(=O)Nc3ccccc3)nc3cc(C(F)(F)F)ccc32)c1	246	0.00004
SJ000553604-1	CCc1ccc(C(=O)N2CCCC(c3cccc(C(=O)N4CCOCC4)c3)C2)cc1	245	0.00039
SJ000553606-1	CCCN1CCN(C2CCN(C(=O)c3ccc(CC)cc3)CC2)C1=O	242	0.00036
SJ000553566-1	CC1CCN(C(=O)c2ccc(CSc3nc4cc[nH]cc-4n3)cc2)CC1	241	0.00036
SJ000551258-1	COc1ccc(C(C)(C)C)cc1NC(=O)C1CC1C	238	0.00034
SJ000550550-1	Cn1ccnc1SCC(=O)Nc1ccc(F)c(F)c1F	237	0.00003
SJ000551234-1	CCOc1ccc(NC(=O)C(=O)N(CC)CC)cc1	236	0.00021
SJ000551261-1	CC1(C)CC1C(=O)Nc1ccc(-c2ccc(NC(=O)C3CC3(C)C)cc2)cc1	235	0.00033
SJ000550943-1	COc1ccc(-n2c(Cc3ccccc3)nnc2SCC(=O)Nc2ccc(Cl)cc2Cl)cc1	229	0.00000
SJ000553598-1	CCN1CCN(C(=O)c2ccc(CN3C(=O)CCn4nc(C)cc43)cc2)CC1	226	0.00000
SJ000553568-1	Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)cc3)C(C)C2)cc1	225	0.00031
SJ000551245-1	O=C(NCCCN1CCOCC1)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1	224	0.00005
SJ000550694-1	O=C1CSc2ccc(NC(=O)C3CCCCC3)cc2N1	223	0.00030
SJ000551267-1	O=C(Nc1ccccc1OCc1ccccc1)C1CC1	222	0.00030
SJ000551396-1	Cc1cc(N2CCOCC2)nc(-c2ccc(Br)cc2)n1	221	0.00008
SJ000553583-1	CC1CCCCN1C(=O)c1ccc(COc2ccccc2Br)cc1	219	0.00027
SJ000551187-1	COC(=O)c1cc(COc2ccc3oc(C)c(C(=O)OC)c3c2)c(C)o1	218	0.00001
SJ000553590-1	Cc1ccc(C(=O)N2CCN(Cc3cc(=O)oc4cc(C)ccc34)CC2)cc1	217	0.00026
SJ000551414-1	N#CNc1nc(N2CCOCC2)nc(N2CCOCC2)n1	208	0.00010
SJ000551177-1	COc1cc(OC)c([N+](=O)[O-])cc1/C=N/NC(=O)C1CC1(c1ccccc1)c1ccccc1	208	0.00005
SJ000553564-1	O=C(c1cc(Cl)ccc1[N+](=O)[O-])N1CCOCC1	194	0.00003
SJ000551253-1	O=C(Nc1cccnc1)C1CC1c1ccccc1	190	0.00014
SJ000553613-1	Cc1ccc(C(=O)N2CCC(CCNC(=O)/C=C/c3ccccc3)CC2)cc1	190	0.00006
SJ000550834-1	O=c1oc(-c2ccccc2)nc2ccc(O)cc12	184	0.00004
SJ000553579-1	COc1ccc(N2CCN(C(=O)c3ccc(CSc4ccccc4)cc3)CC2)cc1	183	0.00016
SJ000551233-1	CCN(CC)C(=O)C(=O)Nc1ccc(Oc2ccccc2)cc1	182	0.00016
SJ000551409-1	Nc1cc(N2CCOCC2)ccc1Cl	179	0.00011
SJ000551304-1	Cc1c(Br)c(C(=O)Nc2cc([N+](=O)[O-])ccc2F)nn1C	177	0.00000
SJ000551247-1	O=C(c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)N1CCN(Cc2ccccc2)CC1	169	0.00012
SJ000553585-1	O=C(c1cc(C(=O)N2CCOCC2)cc([N+](=O)[O-])c1)N1CCOCC1	168	0.00001
SJ000551012-1	COc1ccc(C)cc1S(=O)(=O)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	166	0.00005
SJ000551232-1	CCN(CC)C(=O)C(=O)Nc1ccc(OCc2ccccc2)cc1	162	0.00010
SJ000551099-1	Cc1nc(SCC(N)=O)n(-c2ccccc2)c1C	159	0.00010
SJ000551157-1	CN(C)CCn1cnc2ccccc2c1=O	157	0.00009
SJ000553620-1	O=C(c1ccc(F)c([N+](=O)[O-])c1)N1CCOCC1	155	0.00002
SJ000553591-1	CS(=O)(=O)N1CCc2cc(C(=O)N3CCOCC3)ccc21	154	0.00009
SJ000551285-1	Cc1nn(C)c(C(=O)Nc2ccc(C(=O)O)cc2)c1Br	154	0.00000
SJ000551158-1	CCN(CC)Cc1nc2ccccc2c(=O)n1-c1ccc(F)cc1	148	0.00005
SJ000551237-1	CCOC(=O)C1CCCCN1Cc1cccc(OC2CCN(C(=O)c3cc4nc(C)cc(C)n4n3)CC2)c1	146	0.00008
SJ000553609-1	O=C(c1cc(S(=O)(=O)N2CCOCC2)ccc1F)N1CCOCC1	146	0.00000
SJ000551757-1	Cc1cc2ccccc2n2c(SCC(=O)NCc3ccc4c(c3)OCO4)nnc12	144	0.00007
SJ000550691-1	O=C1COc2ccc(NC(=O)c3cc4ccccc4s3)cc2N1	132	0.00005
SJ000551297-1	Cc1c(Br)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)nn1C	130	0.00002
SJ000551103-1	Cc1ccc(-n2c(C)nnc2SCC(=O)Nc2ccc(Br)cc2C(F)(F)F)cc1C	128	0.00001
SJ000342064-2	Cc1cccc(C)c1NC(=O)c1nnn(-c2cccc(C(F)(F)F)c2)c1N	127	0.00000
SJ000551416-1	CCNc1nc(N(C#N)CC)nc(N2CCOCC2)n1	124	0.00005
SJ000550700-1	O=C(CC1Sc2ccccc2NC1=O)NC1CCCCC1	120	0.00005
SJ000551638-1	Cn1c(=O)n(CC(=O)N2CCCCC2)c2ccccc21	119	0.00004
SJ000551136-1	CCn1cc(-c2nnc(SCC(=O)Nc3ccccc3C)n2CC)cn1	119	0.00000
SJ000550701-1	O=C(CC1Sc2ccccc2NC1=O)NC1CCCC1	115	0.00004
SJ000553574-1	COC(=O)c1cc(C(=O)N2CCOCC2)cc([N+](=O)[O-])c1	114	0.00001
SJ000551235-1	COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cc2ncccn2n1	107	0.00004
SJ000550556-1	O=c1c2ccccc2nc2n1-c1ccccc1CCC2	105	0.00003
SJ000551354-1	Cc1ccc(NC(=O)c2c(Cl)cnn2C)nc1	105	0.00000
SJ000551288-1	Cc1c(Br)c(C(=O)N/N=C/c2ccccc2[N+](=O)[O-])nn1C	104	0.00001
SJ000553611-1	CCn1c(N2CCN(C(=O)c3ccc(C)cc3)CC2)nc2ccccc21	104	0.00000
SJ000551244-1	CCOC(=O)C1CCCN(C(=O)c2cc3nc(-c4ccccc4)cc(-c4ccccc4)n3n2)C1	99	0.00000
SJ000553563-1	Cc1cccc(C(=O)N2CCOCC2)c1[N+](=O)[O-]	96	0.00002
SJ000551277-1	Cc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCC(C)CC4)cc3n2)cc1	92	0.00000
SJ000550695-1	Cc1ccc(CNC(=O)CC2Sc3ccccc3NC2=O)cc1	88	0.00002
SJ000553608-1	Cc1ccc(C(=O)N2CCN(Cc3noc(-c4ccccc4)n3)CC2)cc1	87	0.00000
SJ000550622-1	Cc1ccc(OCCN(C#N)c2nc(N(C)C)nc(N3CCOCC3)n2)cc1	85	0.00002
SJ000550702-1	O=C(CC1Sc2ccccc2NC1=O)Nc1ccccc1NC(=O)CC1Sc2ccccc2NC1=O	85	0.00001
SJ000551242-1	CCOC(=O)c1c(C)nc2cc(C(=O)N3CCOCC3)nn2c1C	80	0.00002
SJ000553587-1	O=C(Nc1cc(C(=O)N2CCOCC2)cc(C(=O)N2CCOCC2)c1)c1cc(F)c(F)cc1Cl	78	0.00000
SJ000551239-1	Cc1cc(C)n2nc(C(=O)N3CCCC(COc4ccc(CN(C)Cc5cccc6ccccc56)cc4)C3)cc2n1	73	0.00001
SJ000551271-1	Cc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCN(C)CC4)cc3n2)cc1	69	0.00001
SJ000550703-1	O=C(CC1Sc2ccccc2NC1=O)Nc1ccc(N2CCCCC2)cc1	67	0.00001
SJ000553596-1	N#Cc1ccc(C(=O)N2CCN(c3nc4cccnc4o3)CC2)cc1	66	0.00001
SJ000551248-1	Cc1cc(-c2ccccc2)nc2cc(C(=O)N3CCOCC3)nn12	61	0.00001
SJ000550997-1	CC(=O)Nc1c(C(=O)N2CCN(c3ncccn3)CC2)cnn1-c1ccccc1Cl	60	0.00001
SJ000553584-1	O=C(c1cc(F)c(F)cc1[N+](=O)[O-])N1CCOCC1	54	0.00000
SJ000551750-1	O=C1CC(c2cccc3ccccc23)Sc2nc3ccccc3n21	45	0.00000
SJ000550546-1	COc1cc(COc2ccc(CN(C(=O)c3cnc4ccccn4c3=O)[C@H]3CCCCNC3=O)cc2)cc(OC)c1	44	0.00000
SJ000551134-1	CCn1cc(-c2nnc(SCC(N)=O)n2CC)cn1	39	0.00000
SJ000551759-1	COc1cc(C2CC(=O)n3c(nc4ccccc43)S2)cc(OC)c1OC	36	0.00000
SJ000551397-1	Brc1ccc(-c2nc(-c3ccccc3)cc(N3CCOCC3)n2)cc1	33	0.00000
SJ000553614-1	N#Cc1ccc(C(=O)N2CCN(Cc3noc4ccccc34)CC2)cc1	17	0.00000
